indicator,sex,prof_pos,sectperf,unit,geo\time,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,EL,: ,0.6541 ,: ,0.6732 ,: ,0.6924 ,0.719 e,0.726 e,: ,: ,: ,0.7611 b,0.7763 ,0.8833 ,0.9146 ,1.0492 ,0.8839 ,1.0133 ,1.103 ,1.1631 ,1.3244 ,1.3477 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,ES,0.6737 ,0.7009 ,0.712 ,0.7716 ,0.7991 ,0.8323 ,0.8736 ,0.9026 ,0.9415 ,0.9555 ,0.9566 ,0.9239 ,0.897 ,0.8823 ,0.8777 ,0.8823 ,0.9087 ,0.9564 ,0.9983 ,1.0148 ,1.0312 ,1.0891 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,EU27_2020,0.8967 e,0.904 e,0.9116 e,0.9129 e,0.924 e,0.9404 e,0.972 e,0.9979 e,1.0359 e,1.0505 e,1.0803 e,1.1119 e,1.1369 e,1.1523 e,1.1713 e,1.2073 e,1.2389 e,1.3007 e,1.3654 e,1.4045 e,1.4413 e,1.5026 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,FI,2.0453 ,2.0643 ,2.1244 ,2.2169 ,2.2642 ,2.213 ,2.2236 ,2.1288 ,2.1243 ,2.1441 ,2.1499 ,2.0931 b,2.0731 ,2.0413 ,2.0127 ,1.9499 ,1.8348 ,1.8817 ,1.8987 ,1.9527 ,2.0365 ,2.1085 d
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,FR,: ,: ,: ,1.2369 ,1.2616 ,1.2442 ,1.2924 ,1.3165 ,1.3337 d,1.3486 d,1.3697 b,1.3874 ,1.4098 ,1.4246 ,1.4207 ,1.4497 ,1.4689 ,1.5017 ,1.5328 ,1.5673 ,1.6116 ep,1.6916 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,HR,: ,: ,: ,0.5257 ,0.6367 ,0.5328 ,0.5504 ,0.5374 ,0.56 ,0.5841 ,0.5804 ,0.577 ,0.5681 ,0.5769 ,0.5368 ,0.5708 ,0.6388 ,0.6518 ,0.7307 ,0.8197 ,0.8796 ,0.9259 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,HU,0.5785 ,0.5616 d,0.5795 d,0.5628 d,0.5531 b,0.556 ,0.6151 ,0.6203 ,0.6613 ,0.696 ,0.7301 ,0.7838 ,0.8128 ,0.8603 ,0.8233 ,0.7998 ,0.765 ,0.8617 ,1.1582 b,1.2049 ,1.2646 ,1.2933 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,IE,0.6997 ,0.7129 ,0.7126 ,0.7422 ,0.7825 ,0.7948 ,0.794 ,0.7915 ,0.8658 ,0.8719 ,0.8944 e,0.99 e,1.3476 ,1.4539 ,1.5231 ,1.4457 ,1.5216 e,1.4826 ,1.358 e,1.366 ,1.4224 e,1.4207 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,IS,: ,: ,: ,1.9091 ,: ,2.0416 ,2.0446 ,1.7239 ,1.7708 ,1.975 ,: ,1.8971 b,: ,1.5636 b,: ,1.625 ,1.7457 ,1.6783 ,1.6435 ,: ,: ,2.0581 d
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,IT,0.6458 ,0.6569 ,0.6941 ,0.68 ,0.6846 ,0.7322 ,0.7987 ,0.8684 ,0.9078 ,0.9414 ,0.9388 ,0.9457 ,0.9763 ,1.0076 ,1.0111 ,1.0521 ,1.1646 b,1.2693 ,1.381 ,1.4252 ,1.4257 ,1.4783 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,KR,0.6238 d,0.7375 d,0.7516 d,0.8112 d,0.8287 d,0.907 d,0.9909 d,1.1125 b,1.2094 ,1.2669 ,1.3546 ,1.4398 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,LT,0.7177 ,0.7408 ,0.5949 ,0.5993 ,0.6711 ,0.7126 ,0.7628 ,0.8393 ,0.8426 ,0.7957 ,0.8243 ,0.769 ,0.7228 ,0.7716 ,0.816 ,0.7397 ,0.7623 ,0.8222 ,0.8461 ,0.9179 ,1.0011 ,1.0531 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,LU,2.0016 ,: ,: ,2.0777 ,2.1806 ,2.1741 ,2.1349 ,2.1822 e,2.1838 ,2.0754 ,2.1711 ,2.2183 ,1.9282 b,1.9819 ,2.0124 ,1.9197 ,1.9506 ,1.9388 ,1.8534 ,1.9046 ,1.8593 ,1.8838 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,LV,0.5074 ,0.5156 ,0.4976 ,0.457 ,0.4801 ,0.5227 ,0.6003 ,0.5718 ,0.5955 ,0.515 ,0.5396 ,0.541 ,0.5571 ,0.5484 ,0.5953 ,0.5772 ,0.5361 ,0.5691 ,0.615 ,0.637 ,0.706 ,0.7908 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,ME,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.2198 ,: ,0.2126 ,0.2297 ,0.2548 ,0.2337 ,0.2279 ,0.2499 ,0.2446 ,: ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,MK,: ,: ,: ,: ,: ,: ,0.1534 ,0.1502 ,0.1387 ,0.1245 ,0.1542 ,0.1188 ,0.1787 ,0.1645 ,0.2059 ,0.2139 ,0.2244 ,0.1974 ,0.2109 ,0.2021 ,0.2159 ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,MT,: ,: ,0.3025 ,0.2597 ,0.4536 b,0.5187 ,0.5353 ,0.5223 ,0.56 ,0.5358 ,0.6404 ,0.7744 ,0.7864 ,0.7135 ,0.7292 ,0.6902 ,0.6998 ,0.6822 ,0.6295 ,0.6129 ,0.6891 ,0.6923 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,NL,1.1332 ,1.1345 ,1.1005 ,1.0796 b,1.1396 ,1.1124 ,1.1532 ,1.0878 ,1.0734 ,0.9902 ,1.1356 ,1.3258 b,1.364 b,1.5032 b,1.521 ,1.5495 ,1.6 ,1.6562 ,1.7126 ,1.7307 ,1.7883 ,1.8399 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,NO,: ,1.1556 ,1.1537 ,1.2323 ,1.2539 ,1.2768 ,1.3067 ,1.3757 ,1.4065 ,1.4198 ,1.4154 ,1.4305 ,1.4403 ,1.4564 ,1.5155 ,1.5736 ,1.6218 ,1.7111 ,1.707 ,1.7679 ,1.7683 ,1.8556 dp
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,PL,0.4662 ,0.4535 ,0.4512 ,0.4629 ,0.4685 ,0.4549 ,0.441 ,0.4534 ,0.4449 ,0.4469 ,0.4999 ,0.5169 ,0.5446 ,0.5615 ,0.6218 ,0.6511 ,0.6692 ,0.8623 ,0.9752 ,0.9946 ,1.0582 ,1.1021 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,PT,0.442 e,0.4573 ,0.4769 e,0.5001 ,0.5024 e,0.5009 ,0.5904 e,0.68 ,0.9203 b,0.9423 ,0.9504 ,0.992 ,0.9621 ,0.9562 ,0.9606 ,0.985 ,1.0348 ,1.1187 ,1.1789 ,1.2423 ,1.3559 ,1.4046 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,RO,0.3255 ,0.3175 ,0.3375 ,0.3559 ,0.3536 ,0.3551 ,0.3067 ,0.3056 ,0.3213 ,0.3494 ,0.3307 ,0.3794 b,0.3955 ,0.4126 ,0.3947 ,0.3899 ,0.4039 ,0.4025 ,0.396 ,0.3914 ,0.4103 ,0.4218 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.5777 ,0.5845 ,0.5912 ,0.6031 ,0.6452 ,0.7242 ,0.7153 ,0.6865 ,0.6858 ,0.6826 ,0.7135 ,0.6957 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,RU,1.3842 ,1.409 ,1.3639 ,1.3468 ,1.3038 ,1.2499 ,1.2316 ,1.2117 ,1.149 ,1.1176 ,1.1129 ,1.1074 ,1.0947 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,SE,: ,1.6157 ,: ,1.6214 ,1.6034 ,1.6809 be,1.6794 ,1.5856 be,1.6583 e,1.6277 e,1.6193 e,1.6201 e,1.6705 e,1.6461 e,1.6833 e,1.6717 e,1.7944 e,1.7298 ,1.7684 ,1.7523 ,1.8121 ,2.1736 bd
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,SI,0.9096 ,0.9033 ,0.9068 ,0.7216 ,0.727 ,0.9076 ,0.9822 ,1.0297 ,1.1356 b,1.2299 ,1.285 ,1.5439 b,1.5156 ,1.5508 ,1.5123 ,1.4456 ,1.4787 ,1.4669 ,1.5592 ,1.6865 ,1.675 ,1.7416 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,SK,0.59 ,0.55 ,0.5233 ,0.5109 ,0.5424 ,0.5464 ,0.5671 ,0.5828 ,0.5814 ,0.5794 ,0.6566 ,0.661 ,0.6549 ,0.6182 ,0.6327 ,0.6294 ,0.6312 ,0.6782 ,0.7267 ,0.7627 ,0.815 ,0.8253 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,TR,: ,: ,: ,: ,: ,: ,0.2494 e,0.285 e,0.2935 e,0.3096 e,0.3313 e,0.3601 e,0.3987 e,0.414 e,0.411 e,0.4231 ,0.4602 ,0.4986 ,0.5487 ,0.5778 ,0.6629 ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,UK,1.0121 e,1.0449 e,: ,: ,: ,1.0983 be,1.1143 e,1.1372 e,1.1191 e,1.1331 e,1.1415 e,1.1513 e,1.144 e,1.2043 e,1.2567 e,1.3038 ,1.3041 e,1.377 e,1.4286 e,1.4897 p,: ,: 
